Insc. Red,logr_numpredial
005.186.03.0065,"MINELVINO MANOEL GONCALVES, 175"
005.186.03.0085,"MINELVINO MANOEL GONCALVES, 155"
005.446.01.0160,"MINELVINO MANOEL GONCALVES, 416"
005.446.01.0150,"MINELVINO MANOEL GONCALVES, 406"
005.185.05.0350,"MINELVINO MANOEL GONCALVES, 120"
005.446.01.0050,"MINELVINO MANOEL GONCALVES, 306"
005.186.03.0045,"MINELVINO MANOEL GONCALVES, 195"
005.185.05.0400,"MINELVINO MANOEL GONCALVES, 170"
005.185.05.0420,"MINELVINO MANOEL GONCALVES, 190"
005.445.03.0435,"MINELVINO MANOEL GONCALVES, 387"
005.445.03.0345,"MINELVINO MANOEL GONCALVES, 297"
005.446.01.0100,"MINELVINO MANOEL GONCALVES, 356"
005.185.05.0370,"MINELVINO MANOEL GONCALVES, 140"
005.446.01.0190,"MINELVINO MANOEL GONCALVES, 446"
005.446.01.0010,"MINELVINO MANOEL GONCALVES, 266"
005.446.01.0060,"MINELVINO MANOEL GONCALVES, 316"
005.458.01.0205,"MINELVINO MANOEL GONCALVES, 497"
005.458.01.0225,"MINELVINO MANOEL GONCALVES, 517"
005.458.01.0245,"MINELVINO MANOEL GONCALVES, 537"
005.458.01.0275,"MINELVINO MANOEL GONCALVES, 567"
005.458.01.0315,"MINELVINO MANOEL GONCALVES, 607"
005.459.01.0110,"MINELVINO MANOEL GONCALVES, 596"
005.459.01.0100,"MINELVINO MANOEL GONCALVES, 586"
005.459.01.0060,"MINELVINO MANOEL GONCALVES, 546"
005.459.01.0040,"MINELVINO MANOEL GONCALVES, 526"
005.459.01.0170,"MINELVINO MANOEL GONCALVES, 656"
005.445.03.0355,"MINELVINO MANOEL GONCALVES, 307"
005.185.05.0290,"MINELVINO MANOEL GONCALVES, 60"
005.186.03.0120,"MINELVINO MANOEL GONCALVES, 83"
005.459.01.0090,"MINELVINO MANOEL GONCALVES, 576"
005.459.01.0130,"MINELVINO MANOEL GONCALVES, 616"
005.185.05.0450,"MINELVINO MANOEL GONCALVES, 220"
005.445.03.0485,"MINELVINO MANOEL GONCALVES, 437"
005.185.05.0270,"MINELVINO MANOEL GONCALVES, 36"
005.446.01.0220,"MINELVINO MANOEL GONCALVES, 476"
005.446.01.0070,"MINELVINO MANOEL GONCALVES, 326"
005.445.03.0515,"MINELVINO MANOEL GONCALVES, 467"
005.459.01.0020,"MINELVINO MANOEL GONCALVES, 506"
005.459.01.0140,"MINELVINO MANOEL GONCALVES, 626"
005.445.03.0425,"MINELVINO MANOEL GONCALVES, 377"
005.186.03.0170,"MINELVINO MANOEL GONCALVES, 23"
005.185.05.0280,"MINELVINO MANOEL GONCALVES, 48"
005.185.05.0390,"MINELVINO MANOEL GONCALVES, 160"
005.185.05.0460,"MINELVINO MANOEL GONCALVES, 230"
005.185.05.0320,"MINELVINO MANOEL GONCALVES, 96"
005.445.03.0505,"MINELVINO MANOEL GONCALVES, 457"
005.185.05.0340,"MINELVINO MANOEL GONCALVES, 112"
005.445.03.0365,"MINELVINO MANOEL GONCALVES, 317"
005.445.03.0385,"MINELVINO MANOEL GONCALVES, 337"
005.445.03.0525,"MINELVINO MANOEL GONCALVES, 477"
005.186.03.0035,"MINELVINO MANOEL GONCALVES, 205"
005.185.05.0430,"MINELVINO MANOEL GONCALVES, 200"
005.445.03.0475,"MINELVINO MANOEL GONCALVES, 427"
005.459.01.0120,"MINELVINO MANOEL GONCALVES, 606"
005.459.01.0160,"MINELVINO MANOEL GONCALVES, 646"
005.445.03.0495,"MINELVINO MANOEL GONCALVES, 447"
005.446.01.0110,"MINELVINO MANOEL GONCALVES, 366"
005.445.03.0395,"MINELVINO MANOEL GONCALVES, 347"
005.186.03.0160,"MINELVINO MANOEL GONCALVES, 35"
005.446.01.0090,"MINELVINO MANOEL GONCALVES, 346"
005.186.03.0105,"MINELVINO MANOEL GONCALVES, 105"
005.459.01.0150,"MINELVINO MANOEL GONCALVES, 636"
005.445.03.0325,"MINELVINO MANOEL GONCALVES, 277"
005.459.01.0190,"MINELVINO MANOEL GONCALVES, 676"
005.458.01.0345,"MINELVINO MANOEL GONCALVES, 637"
005.186.03.0055,"MINELVINO MANOEL GONCALVES, 185"
005.446.01.0200,"MINELVINO MANOEL GONCALVES, 456"
005.186.03.0075,"MINELVINO MANOEL GONCALVES, 165"
005.186.03.0005,"MINELVINO MANOEL GONCALVES, 245"
005.445.03.0455,"MINELVINO MANOEL GONCALVES, 407"
005.185.05.0380,"MINELVINO MANOEL GONCALVES, 150"
005.186.03.0094,"MINELVINO MANOEL GONCALVES, 135"
005.445.03.0405,"MINELVINO MANOEL GONCALVES, 357"
005.186.03.0010,"MINELVINO MANOEL GONCALVES, 235"
005.446.01.0210,"MINELVINO MANOEL GONCALVES, 466"
005.446.01.0120,"MINELVINO MANOEL GONCALVES, 376"
005.185.05.0360,"MINELVINO MANOEL GONCALVES, 130"
005.186.03.0110,"MINELVINO MANOEL GONCALVES, 95"
005.185.05.0330,"MINELVINO MANOEL GONCALVES, 104"
005.185.05.0410,"MINELVINO MANOEL GONCALVES, 180"
005.459.01.0180,"MINELVINO MANOEL GONCALVES, 666"
005.446.01.0180,"MINELVINO MANOEL GONCALVES, 436"
005.186.03.0140,"MINELVINO MANOEL GONCALVES, 59"
005.185.05.0310,"MINELVINO MANOEL GONCALVES, 84"
005.186.03.0150,"MINELVINO MANOEL GONCALVES, 47"
005.446.01.0130,"MINELVINO MANOEL GONCALVES, 386"
005.185.05.0300,"MINELVINO MANOEL GONCALVES, 72"
005.458.01.0355,"MINELVINO MANOEL GONCALVES, 647"
005.445.03.0465,"MINELVINO MANOEL GONCALVES, 417"
005.185.05.0440,"MINELVINO MANOEL GONCALVES, 210"
005.186.03.0130,"MINELVINO MANOEL GONCALVES, 71"
005.458.01.0335,"MINELVINO MANOEL GONCALVES, 627"
005.470.01.1100,"MINISTRO LUIZ GALLOTTI, 251"
005.168.01.0250,"MINISTRO LUIZ GALLOTTI, 516"
005.168.01.0235,"MINISTRO LUIZ GALLOTTI, 500"
005.168.01.0220,"MINISTRO LUIZ GALLOTTI, 480"
005.182.01.0245,"MINISTRO LUIZ GALLOTTI, 1428"
005.185.01.0235,"MINISTRO LUIZ GALLOTTI, 1594"
005.470.01.1000,"MINISTRO LUIZ GALLOTTI, 201"
005.233.01.0050,"MINISTRO LUIZ GALLOTTI, 1051"
005.192.01.0220,"MINISTRO LUIZ GALLOTTI, 1974"
005.178.01.0005,"MINISTRO LUIZ GALLOTTI, 934"
005.183.01.0215,"MINISTRO LUIZ GALLOTTI, 1462"
005.233.01.0040,"MINISTRO LUIZ GALLOTTI, 1045"
005.227.01.0010,"MINISTRO LUIZ GALLOTTI, 735"
005.227.01.0015,"MINISTRO LUIZ GALLOTTI, 719"
005.188.02.0230,"MINISTRO LUIZ GALLOTTI, 1740"
005.357.01.0020,"MINISTRO LUIZ GALLOTTI, 1101"
005.373.02.0040,"MINISTRO LUIZ GALLOTTI, 1467"
005.190.01.0230,"MINISTRO LUIZ GALLOTTI, 1866"
005.363.01.0010,"MINISTRO LUIZ GALLOTTI, 1387"
005.373.02.0030,"MINISTRO LUIZ GALLOTTI, 1485"
005.497.03.0420,"MINISTRO LUIZ GALLOTTI, 2079"
005.167.01.0045,"MINISTRO LUIZ GALLOTTI, 420"
005.359.01.0030,"MINISTRO LUIZ GALLOTTI, 1195"
005.179.02.0115,"MINISTRO LUIZ GALLOTTI, 1202"
005.225.01.0015,"MINISTRO LUIZ GALLOTTI, 549"
005.233.01.0010,"MINISTRO LUIZ GALLOTTI, 949"
005.188.02.0275,"MINISTRO LUIZ GALLOTTI, 1776"
005.233.01.0005,"MINISTRO LUIZ GALLOTTI, 933"
005.226.01.0005,"MINISTRO LUIZ GALLOTTI, 695"
005.226.01.0010,"MINISTRO LUIZ GALLOTTI, 679"
005.226.01.0015,"MINISTRO LUIZ GALLOTTI, 665"
005.363.01.0030,"MINISTRO LUIZ GALLOTTI, 1357"
005.259.01.1100,"MINISTRO LUIZ GALLOTTI, 1695"
005.170.01.0090,"MINISTRO LUIZ GALLOTTI, 636"
005.259.01.1300,"MINISTRO LUIZ GALLOTTI, 1595"
005.259.01.0900,"MINISTRO LUIZ GALLOTTI, 1805"
005.496.01.0155,"MINISTRO LUIZ GALLOTTI, 2169"
005.169.01.0200,"MINISTRO LUIZ GALLOTTI, 550"
005.496.01.0170,"MINISTRO LUIZ GALLOTTI, 2139"
005.165.01.0215,"MINISTRO LUIZ GALLOTTI, 282"
005.259.01.1200,"MINISTRO LUIZ GALLOTTI, 1625"
005.259.01.0100,"MINISTRO LUIZ GALLOTTI, S/N"
005.361.01.0010,"MINISTRO LUIZ GALLOTTI, 1331"
005.179.02.0065,"MINISTRO LUIZ GALLOTTI, 1142"
005.182.01.0200,"MINISTRO LUIZ GALLOTTI, 1392"
005.224.01.0005,"MINISTRO LUIZ GALLOTTI, 579"
005.166.01.0230,"MINISTRO LUIZ GALLOTTI, 364"
005.178.01.0035,"MINISTRO LUIZ GALLOTTI, 966"
005.259.01.0800,"MINISTRO LUIZ GALLOTTI, 1855"
005.164.01.0215,"MINISTRO LUIZ GALLOTTI, 216"
005.233.01.0035,"MINISTRO LUIZ GALLOTTI, 1029"
005.175.01.0200,"MINISTRO LUIZ GALLOTTI, 874"
005.224.01.0015,"MINISTRO LUIZ GALLOTTI, 549"
005.175.01.0230,"MINISTRO LUIZ GALLOTTI, 906"
005.190.01.0200,"MINISTRO LUIZ GALLOTTI, 1842"
005.187.01.0210,"MINISTRO LUIZ GALLOTTI, 1692"
005.224.01.0010,"MINISTRO LUIZ GALLOTTI, 565"
005.181.01.0220,"MINISTRO LUIZ GALLOTTI, 1354"
005.229.01.0010,"MINISTRO LUIZ GALLOTTI, 833"
005.178.01.0110,"MINISTRO LUIZ GALLOTTI, 1046"
005.187.01.0230,"MINISTRO LUIZ GALLOTTI, 1716"
005.171.01.0090,"MINISTRO LUIZ GALLOTTI, 696"
005.183.01.0200,"MINISTRO LUIZ GALLOTTI, 1450"
005.169.01.0230,"MINISTRO LUIZ GALLOTTI, 580"
005.179.02.0180,"MINISTRO LUIZ GALLOTTI, 1250"
005.233.01.0025,"MINISTRO LUIZ GALLOTTI, 997"
005.186.01.0210,"MINISTRO LUIZ GALLOTTI, 1636"
005.166.01.0215,"MINISTRO LUIZ GALLOTTI, 344"
005.184.01.0230,"MINISTRO LUIZ GALLOTTI, 1536"
005.191.01.0090,"MINISTRO LUIZ GALLOTTI, 1892"
005.163.01.0230,"MINISTRO LUIZ GALLOTTI, 162"
005.176.01.0190,"MINISTRO LUIZ GALLOTTI, 1304"
005.176.01.0200,"MINISTRO LUIZ GALLOTTI, 1316"
005.179.02.0095,"MINISTRO LUIZ GALLOTTI, 1178"
005.183.01.0230,"MINISTRO LUIZ GALLOTTI, 1474"
005.223.01.0010,"MINISTRO LUIZ GALLOTTI, 517"
005.188.02.0245,"MINISTRO LUIZ GALLOTTI, 1752"
005.253.02.0010,"MINISTRO LUIZ GALLOTTI, 2110"
005.189.01.0230,"MINISTRO LUIZ GALLOTTI, 1816"
005.182.01.0230,"MINISTRO LUIZ GALLOTTI, 1416"
005.496.01.0160,"MINISTRO LUIZ GALLOTTI, 2149"
005.183.01.0245,"MINISTRO LUIZ GALLOTTI, 1486"
005.179.02.0075,"MINISTRO LUIZ GALLOTTI, 1154"
005.172.01.0215,"MINISTRO LUIZ GALLOTTI, 736"
005.176.01.0170,"MINISTRO LUIZ GALLOTTI, 1280"
005.357.01.0010,"MINISTRO LUIZ GALLOTTI, 1117"
005.496.01.0180,"MINISTRO LUIZ GALLOTTI, 2129"
005.361.01.0030,"MINISTRO LUIZ GALLOTTI, 1303"
005.259.01.1000,"MINISTRO LUIZ GALLOTTI, 1735"
005.230.01.0085,"MINISTRO LUIZ GALLOTTI, 905"
005.165.01.0200,"MINISTRO LUIZ GALLOTTI, 264"
005.164.01.0200,"MINISTRO LUIZ GALLOTTI, 198"
005.179.02.0045,"MINISTRO LUIZ GALLOTTI, 1118"
005.191.01.0125,"MINISTRO LUIZ GALLOTTI, 1928"
005.166.01.0200,"MINISTRO LUIZ GALLOTTI, 328"
005.233.01.0030,"MINISTRO LUIZ GALLOTTI, 1013"
005.225.01.0010,"MINISTRO LUIZ GALLOTTI, 619"
005.178.01.0065,"MINISTRO LUIZ GALLOTTI, 998"
005.365.01.0030,"MINISTRO LUIZ GALLOTTI, 1411"
005.169.01.0215,"MINISTRO LUIZ GALLOTTI, 566"
005.179.02.0005,"MINISTRO LUIZ GALLOTTI, 1070"
005.497.03.0490,"MINISTRO LUIZ GALLOTTI, 2005"
005.190.01.0215,"MINISTRO LUIZ GALLOTTI, 1854"
005.259.01.0700,"MINISTRO LUIZ GALLOTTI, 1905"
005.259.01.1400,"MINISTRO LUIZ GALLOTTI, 1555"
005.365.01.0010,"MINISTRO LUIZ GALLOTTI, 1441"
005.498.03.0020,"MINISTRO LUIZ GALLOTTI, 1967"
005.358.01.0020,"MINISTRO LUIZ GALLOTTI, 1157"
005.361.01.0020,"MINISTRO LUIZ GALLOTTI, 1315"
005.179.02.0035,"MINISTRO LUIZ GALLOTTI, 1106"
005.497.03.0500,"MINISTRO LUIZ GALLOTTI, 1995"
005.171.01.0075,"MINISTRO LUIZ GALLOTTI, 680"
005.223.01.0001,"MINISTRO LUIZ GALLOTTI, 491"
005.184.01.0200,"MINISTRO LUIZ GALLOTTI, 1512"
005.184.01.0215,"MINISTRO LUIZ GALLOTTI, 1524"
005.227.01.0005,"MINISTRO LUIZ GALLOTTI, 745"
005.365.01.0020,"MINISTRO LUIZ GALLOTTI, 1425"
005.470.01.1300,"MINISTRO LUIZ GALLOTTI, 381"
005.470.01.1200,"MINISTRO LUIZ GALLOTTI, 301"
005.167.01.0040,"MINISTRO LUIZ GALLOTTI, 404"
005.186.01.0220,"MINISTRO LUIZ GALLOTTI, 1648"
005.172.01.0230,"MINISTRO LUIZ GALLOTTI, 746"
005.172.01.0200,"MINISTRO LUIZ GALLOTTI, 720"
005.185.01.0220,"MINISTRO LUIZ GALLOTTI, 1582"
005.185.01.0250,"MINISTRO LUIZ GALLOTTI, 1606"
005.193.01.0240,"MINISTRO LUIZ GALLOTTI, 2036"
005.187.01.0220,"MINISTRO LUIZ GALLOTTI, 1704"
005.179.02.0015,"MINISTRO LUIZ GALLOTTI, 1082"
005.179.02.0135,"MINISTRO LUIZ GALLOTTI, 1226"
005.167.01.0050,"MINISTRO LUIZ GALLOTTI, 440"
005.193.01.0230,"MINISTRO LUIZ GALLOTTI, 2024"
005.188.02.0260,"MINISTRO LUIZ GALLOTTI, 1764"
005.185.01.0205,"MINISTRO LUIZ GALLOTTI, 1570"
005.178.01.0080,"MINISTRO LUIZ GALLOTTI, 1014"
005.179.02.0055,"MINISTRO LUIZ GALLOTTI, 1130"
005.176.01.0180,"MINISTRO LUIZ GALLOTTI, 1292"
005.174.01.0200,"MINISTRO LUIZ GALLOTTI, 820"
005.175.01.0215,"MINISTRO LUIZ GALLOTTI, 890"
005.171.01.0060,"MINISTRO LUIZ GALLOTTI, 666"
005.497.03.0240,"MINISTRO LUIZ GALLOTTI, 2119"
005.181.01.0210,"MINISTRO LUIZ GALLOTTI, 1342"
005.173.01.0200,"MINISTRO LUIZ GALLOTTI, 764"
005.164.01.0230,"MINISTRO LUIZ GALLOTTI, 234"
005.181.01.0230,"MINISTRO LUIZ GALLOTTI, 1366"
005.179.02.0105,"MINISTRO LUIZ GALLOTTI, 1190"
005.497.03.0430,"MINISTRO LUIZ GALLOTTI, 2069"
005.497.03.0250,"MINISTRO LUIZ GALLOTTI, 2109"
005.186.01.0200,"MINISTRO LUIZ GALLOTTI, 1624"
005.360.01.0030,"MINISTRO LUIZ GALLOTTI, 1249"
005.170.01.0060,"MINISTRO LUIZ GALLOTTI, 604"
005.497.03.0450,"MINISTRO LUIZ GALLOTTI, 2047"
005.192.01.0200,"MINISTRO LUIZ GALLOTTI, 1950"
005.498.03.0030,"MINISTRO LUIZ GALLOTTI, 1961"
005.192.01.0215,"MINISTRO LUIZ GALLOTTI, 1962"
005.230.01.0095,"MINISTRO LUIZ GALLOTTI, 873"
005.181.01.0200,"MINISTRO LUIZ GALLOTTI, 1330"
005.178.01.0050,"MINISTRO LUIZ GALLOTTI, 982"
005.173.01.0215,"MINISTRO LUIZ GALLOTTI, 780"
005.178.01.0095,"MINISTRO LUIZ GALLOTTI, 1030"
005.230.01.0090,"MINISTRO LUIZ GALLOTTI, 889"
005.178.01.0020,"MINISTRO LUIZ GALLOTTI, 950"
005.178.01.0125,"MINISTRO LUIZ GALLOTTI, 1062"
005.179.02.0085,"MINISTRO LUIZ GALLOTTI, 1166"
005.359.01.0020,"MINISTRO LUIZ GALLOTTI, 1207"
005.163.01.0215,"MINISTRO LUIZ GALLOTTI, 144"
005.497.03.0460,"MINISTRO LUIZ GALLOTTI, 2035"
005.228.01.0015,"MINISTRO LUIZ GALLOTTI, 763"
005.229.01.0005,"MINISTRO LUIZ GALLOTTI, 847"
005.360.01.0010,"MINISTRO LUIZ GALLOTTI, 1277"
005.252.02.0060,"MINISTRO LUIZ GALLOTTI, 2066"
005.359.01.0010,"MINISTRO LUIZ GALLOTTI, 1223"
005.170.01.0075,"MINISTRO LUIZ GALLOTTI, 620"
005.174.01.0215,"MINISTRO LUIZ GALLOTTI, 834"
005.174.01.0230,"MINISTRO LUIZ GALLOTTI, 848"
005.223.01.0005,"MINISTRO LUIZ GALLOTTI, 501"
005.179.02.0025,"MINISTRO LUIZ GALLOTTI, 1094"
005.173.01.0230,"MINISTRO LUIZ GALLOTTI, 796"
005.357.01.0030,"MINISTRO LUIZ GALLOTTI, 1089"
005.497.03.0260,"MINISTRO LUIZ GALLOTTI, 2099"
005.187.01.0200,"MINISTRO LUIZ GALLOTTI, 1680"
005.189.01.0200,"MINISTRO LUIZ GALLOTTI, 1792"
005.498.03.0050,"MINISTRO LUIZ GALLOTTI, 1949"
005.358.01.0010,"MINISTRO LUIZ GALLOTTI, 1169"
005.193.01.0200,"MINISTRO LUIZ GALLOTTI, 2000"
005.163.01.0200,"MINISTRO LUIZ GALLOTTI, 126"
005.191.01.0105,"MINISTRO LUIZ GALLOTTI, 1904"
005.360.01.0020,"MINISTRO LUIZ GALLOTTI, 1261"
005.497.03.0470,"MINISTRO LUIZ GALLOTTI, 2025"
005.496.01.0150,"MINISTRO LUIZ GALLOTTI, 2159"
005.496.01.9001,"MINISTRO LUIZ GALLOTTI, 149"
005.498.03.0040,"MINISTRO LUIZ GALLOTTI, 1955"
005.497.03.0270,"MINISTRO LUIZ GALLOTTI, 2089"
005.498.03.0010,"MINISTRO LUIZ GALLOTTI, 1975"
005.192.01.0230,"MINISTRO LUIZ GALLOTTI, 1986"
005.179.02.0145,"MINISTRO LUIZ GALLOTTI, 1238"
005.184.01.0245,"MINISTRO LUIZ GALLOTTI, 1548"
005.496.01.0010,"MINISTRO LUIZ GALLOTTI, 139"
005.228.01.0005,"MINISTRO LUIZ GALLOTTI, 795"
005.233.01.0020,"MINISTRO LUIZ GALLOTTI, 981"
005.497.03.0010,"MINISTRO LUIZ GALLOTTI, 1985"
005.497.03.0440,"MINISTRO LUIZ GALLOTTI, 2059"
005.182.01.0215,"MINISTRO LUIZ GALLOTTI, 1404"
005.189.01.0245,"MINISTRO LUIZ GALLOTTI, 1828"
005.186.01.0230,"MINISTRO LUIZ GALLOTTI, 1660"
005.179.02.0125,"MINISTRO LUIZ GALLOTTI, 1214"
005.189.01.0215,"MINISTRO LUIZ GALLOTTI, 1804"
005.165.01.0230,"MINISTRO LUIZ GALLOTTI, 300"
005.497.03.0480,"MINISTRO LUIZ GALLOTTI, 2015"
005.228.01.0010,"MINISTRO LUIZ GALLOTTI, 779"
005.191.01.0120,"MINISTRO LUIZ GALLOTTI, 1916"
005.233.01.0015,"MINISTRO LUIZ GALLOTTI, 965"
005.190.01.0245,"MINISTRO LUIZ GALLOTTI, 1878"
005.229.01.0015,"MINISTRO LUIZ GALLOTTI, 819"
005.193.01.0215,"MINISTRO LUIZ GALLOTTI, 2012"
005.496.02.0070,"MONICA GIZELE ELISIO, 80"
005.252.03.0140,"MONICA GIZELE ELISIO, 110"
005.252.03.0100,"MONICA GIZELE ELISIO, 40"
005.496.02.0230,"MONICA GIZELE ELISIO, 18"
005.252.03.0090,"MONICA GIZELE ELISIO, 28"
005.253.01.0080,"MONICA GIZELE ELISIO, 101"
005.443.02.0500,"MONICA GIZELE ELISIO, 200"
005.252.03.0130,"MONICA GIZELE ELISIO, 84"
005.252.03.0120,"MONICA GIZELE ELISIO, 60"
005.252.03.0110,"MONICA GIZELE ELISIO, 50"
005.253.01.0150,"MONICA GIZELE ELISIO, 151"
005.262.01.0450,"MONTE CASTELO, 39"
005.261.01.0095,"MONTE CASTELO, 40"
005.261.01.0155,"MONTE CASTELO, 70"
005.261.01.0240,"MONTE CASTELO, 140"
005.262.01.0350,"MONTE CASTELO, 133"
005.262.01.0400,"MONTE CASTELO, 67"
005.261.01.0230,"MONTE CASTELO, 130"
005.262.01.0370,"MONTE CASTELO, 111"
005.262.01.0390,"MONTE CASTELO, 81"
005.261.01.0260,"MONTE CASTELO, 160"
005.261.01.0130,"MONTE CASTELO, 46"
005.262.01.0360,"MONTE CASTELO, 125"
005.261.01.0075,"MONTE CASTELO, 30"
005.261.01.0190,"MONTE CASTELO, 100"
005.261.01.0220,"MONTE CASTELO, 120"
005.261.01.0250,"MONTE CASTELO, 150"
005.261.01.0200,"MONTE CASTELO, 110"
005.262.01.0440,"MONTE CASTELO, 49"
005.261.01.0180,"MONTE CASTELO, 90"
005.262.01.0340,"MONTE CASTELO, 141"
005.262.01.0330,"MONTE CASTELO, 147"
005.262.01.0410,"MONTE CASTELO, 59"
005.261.01.0165,"MONTE CASTELO, 78"
005.261.01.0140,"MONTE CASTELO, 50"
005.262.01.0380,"MONTE CASTELO, 93"
005.262.01.0320,"MONTE CASTELO, 151"
005.261.01.0145,"MONTE CASTELO, 68"
005.262.01.0460,"MONTE CASTELO, 29"
005.262.01.0470,"MONTE CASTELO, 19"
005.165.02.0065,"NAHOR CARDOZO, 82"
005.166.03.0140,"NAHOR CARDOZO, 67"
005.165.02.0045,"NAHOR CARDOZO, 54"
005.166.03.0155,"NAHOR CARDOZO, 53"
005.165.02.0035,"NAHOR CARDOZO, 38"
005.166.03.0170,"NAHOR CARDOZO, 37"
005.166.03.0125,"NAHOR CARDOZO, 81"
005.165.02.0055,"NAHOR CARDOZO, 68"
005.394.02.0070,"NANCY PATINO REISER, 150"
005.394.02.0140,"NANCY PATINO REISER, 220"
005.395.02.0120,"NANCY PATINO REISER, 370"
005.394.02.0130,"NANCY PATINO REISER, 210"
005.391.04.0260,"NANCY PATINO REISER, 159"
005.394.02.0060,"NANCY PATINO REISER, 140"
005.395.02.0080,"NANCY PATINO REISER, 330"
005.391.04.0290,"NANCY PATINO REISER, 129"
005.394.02.0040,"NANCY PATINO REISER, 120"
005.395.02.0060,"NANCY PATINO REISER, 310"
005.394.02.0100,"NANCY PATINO REISER, 180"
005.395.02.0050,"NANCY PATINO REISER, 300"
005.395.02.0100,"NANCY PATINO REISER, 350"
005.390.04.0220,"NANCY PATINO REISER, 339"
005.394.02.0150,"NANCY PATINO REISER, 230"
005.395.02.0040,"NANCY PATINO REISER, 290"
005.391.04.0230,"NANCY PATINO REISER, 189"
005.390.04.0170,"NANCY PATINO REISER, 389"
005.390.04.0230,"NANCY PATINO REISER, 329"
005.391.04.0010,"NANCY PATINO REISER, 119"
005.391.04.0280,"NANCY PATINO REISER, 139"
005.395.02.0070,"NANCY PATINO REISER, 320"
005.390.04.0250,"NANCY PATINO REISER, 309"
005.391.04.0250,"NANCY PATINO REISER, 169"
005.390.04.0200,"NANCY PATINO REISER, 359"
005.391.04.0220,"NANCY PATINO REISER, 199"
005.391.04.0210,"NANCY PATINO REISER, 209"
005.395.02.0090,"NANCY PATINO REISER, 340"
005.390.04.0210,"NANCY PATINO REISER, 349"
005.395.02.0140,"NANCY PATINO REISER, 390"
005.394.02.0080,"NANCY PATINO REISER, 160"
005.391.04.0240,"NANCY PATINO REISER, 179"
005.394.02.0090,"NANCY PATINO REISER, 170"
005.390.04.0270,"NANCY PATINO REISER, 289"
005.394.02.0110,"NANCY PATINO REISER, 190"
005.391.04.0270,"NANCY PATINO REISER, 149"
005.391.04.0180,"NANCY PATINO REISER, 239"
005.390.04.0190,"NANCY PATINO REISER, 369"
005.390.04.0180,"NANCY PATINO REISER, 379"
005.390.04.0260,"NANCY PATINO REISER, 299"
005.395.02.0110,"NANCY PATINO REISER, 360"
005.394.02.0120,"NANCY PATINO REISER, 200"
005.394.02.0050,"NANCY PATINO REISER, 130"
005.391.04.0200,"NANCY PATINO REISER, 219"
005.394.02.0160,"NANCY PATINO REISER, 240"
005.395.02.0130,"NANCY PATINO REISER, 380"
005.390.04.0240,"NANCY PATINO REISER, 319"
005.391.04.0190,"NANCY PATINO REISER, 229"
005.474.06.1540,"NARCISA MARIA VITORINO, 88"
005.474.06.1590,"NARCISA MARIA VITORINO, 148"
005.474.06.1600,"NARCISA MARIA VITORINO, 160"
005.474.06.1700,"NARCISA MARIA VITORINO, 37"
005.474.06.1710,"NARCISA MARIA VITORINO, 83"
005.474.06.1730,"NARCISA MARIA VITORINO, 107"
005.474.06.1510,"NARCISA MARIA VITORINO, 52"
005.474.06.1740,"NARCISA MARIA VITORINO, 119"
005.474.06.1570,"NARCISA MARIA VITORINO, 124"
005.474.06.1650,"NARCISA MARIA VITORINO, 200"
005.474.06.1560,"NARCISA MARIA VITORINO, 112"
005.474.06.1760,"NARCISA MARIA VITORINO, 149"
005.474.06.1550,"NARCISA MARIA VITORINO, 100"
005.474.06.1750,"NARCISA MARIA VITORINO, 131"
005.474.06.1580,"NARCISA MARIA VITORINO, 136"
005.474.06.1720,"NARCISA MARIA VITORINO, 95"
005.474.06.1530,"NARCISA MARIA VITORINO, 76"
005.474.06.1520,"NARCISA MARIA VITORINO, 64"
005.474.06.1500,"NARCISA MARIA VITORINO, 40"
005.271.01.0020,"NAVEGANTES, 21"
005.270.02.0090,"NAVEGANTES, 104"
005.270.02.0070,"NAVEGANTES, 80"
005.270.02.0010,"NAVEGANTES, 8"
005.271.01.0040,"NAVEGANTES, 45"
005.270.02.0050,"NAVEGANTES, 56"
005.271.01.0100,"NAVEGANTES, 117"
005.271.01.0050,"NAVEGANTES, 57"
005.271.01.0030,"NAVEGANTES, 33"
005.270.02.0040,"NAVEGANTES, 44"
005.271.01.0080,"NAVEGANTES, 93"
005.270.02.0100,"NAVEGANTES, 116"
005.270.02.0020,"NAVEGANTES, 20"
005.270.02.0060,"NAVEGANTES, 68"
005.271.01.0070,"NAVEGANTES, 81"
005.271.01.0090,"NAVEGANTES, 105"
005.271.01.0010,"NAVEGANTES, 9"
005.270.02.0080,"NAVEGANTES, 92"
005.270.02.0030,"NAVEGANTES, 32"
005.271.01.0060,"NAVEGANTES, 69"
005.180.04.0320,"NELLY OSMAR C PICCOLI - DR, 241"
005.177.04.0160,"NELLY OSMAR C PICCOLI - DR, 21"
005.180.04.0370,"NELLY OSMAR C PICCOLI - DR, 195"
005.177.04.0090,"NELLY OSMAR C PICCOLI - DR, 91"
005.249.02.0120,"NELLY OSMAR C PICCOLI - DR, 250"
005.246.02.0050,"NELLY OSMAR C PICCOLI - DR, 40"
005.249.02.0150,"NELLY OSMAR C PICCOLI - DR, 280"
005.249.02.0090,"NELLY OSMAR C PICCOLI - DR, 220"
005.246.02.0100,"NELLY OSMAR C PICCOLI - DR, 90"
005.249.02.0070,"NELLY OSMAR C PICCOLI - DR, 200"
